职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
阿里云智能-高级测试开发工程师/测试开发专家-阿里云百炼,,云智能集团-阿里云智能,中国-浙江-杭州,本科,五年以上,P7,"1. 负责阿里云百炼平台的质量保障工作，参与产品需求和技术方案评审，评估技术架构合理性和可测性。
2. 进行阿里云百炼平台的质量保障体系建设，包括功能测试、自动化测试、性能测试和稳定性测试等。
3. 配合开发团队进行问题排查和分析，解决线上用户问题，持续提升产品竞争力。","1. 五年以上测试开发工作经验，有过大型 Java 项目质量保障经验。
2. 扎实的 Java/Python 代码基础，有测试工具及研发效能工具开发经验。
3. 熟悉互联网和移动互联网的自动化平台，如 selenium、robotium、appium 等。
4. 在测试领域：压测、性能测试、自动化技术、接口测试等其中一个或多个领域有深厚的积累。
5. 有大模型产品 & 算法相关产品经验的优先。
6. 学习能力强，良好的沟通协作能力和团队合作能力。",1,马玥(早稻),,2026 - 02 - 06,2026 - 05 - 06,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020609ebb5c4411f49fe90441caa9a42f5ff&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-通义大模型解决方案架构师-深圳/杭州/北京,,云智能集团-阿里云智能,"中国-广东-深圳,中国-北京-北京,中国-浙江-杭州",本科,五年以上,P7,"对通义大模型的合作项目提供技术支持，推动大模型及其衍生产品的商业化工作：
1. 大模型商机判断和深度技术交流：
（1）赋能前端业务线/行业线，推动大模型场景业务快速拓展。
（2）作为通义大模型产研团队代表，支撑前线业务线开展商机判断和选择。
（3）针对复杂项目需求，协同前后团队与客户进行深度技术交流，促成商机转化，为模型的商业规模化结果负责。
2. 模型解决方案设计与规模推广：
（1）支持行业/区域的市场洞察，理解行业客户的业务和功能性/非功能型需求，基于客户场景，提供有技术竞争力和成本优势的模型及产品解决方案，并在产品选型/配置报价/招投标过程中， 提供技术支持。
（2）提炼具有客户价值的关键技术指标，形成产品指标项，在POC、Winback等业务活动中落地验证。
（3）跟进产品方案的落地效果，推动持续优化产品方案。
（4）沉淀产品解决方案的最佳实践，通过项目实践总结标杆案例，加速产品方案规模化复制。
（5）探索创新产品的方案和场景，推动新产品快速市场覆盖。
3. 产品改进：
（1）深入调研客户需求，将合理需求准确地反馈到产品研发团队，负责改进需求在产品中的实现效果验收，帮助部门大模型/智能化相关产品的持续发展。
（2）能够构建场景/领域/行业的合理商业benchmark，持续推动模型的行业领先性。
（3）识别模型的能力缺陷，发掘场景并促成有效数据合作，构建健康、长期的数据及闭源模型合作。
4. 推动通义模型生态运营，促进公司大模型周边生态伙伴的建设，为开发者提供全过程的赋能和支持。","1. 本科及以上学历，计算机或相关专业，5年及以上工作经验。
2. 有大模型工程项目落地经验，研发或工程化落地大模型应用产品，或提供过落地的解决方案。
3. 具备良好沟通表达能力，能与客户及产研高质量对话，抗压能力和执行力强。
4. 逻辑良好，能够在工作中挖掘方式方法优化的机会以及创新性思考方式，能反思复盘，主动思考，乐于分享。
5. 有算法经验者优先，有泛娱乐互联网/游戏/消费电子/电商零售等行业工作经验优先。",1,马玥(早稻),,2026 - 02 - 05,2026 - 05 - 04,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260205789e2c6732d5455ca4efb26aad684546&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-大模型研发算法专家/高级算法专家（多模态/全模态/LLM）-北京/杭州,,云智能集团-阿里云智能,"中国-北京-北京,中国-浙江-杭州",硕士,三年以上,P7,"1、围绕行业AI应用快速落地，研发端到端智能体核心技术，方向包括但不限于：Agent RL强化学习方法、全模态数据解析与私域知识加工、自规划和自主进化的多智能体等技术，提升智能体在复杂业务流中的效果与适应性。
2、攻坚突破大模型产品在行业应用落地和交付过程中的技术难题，与业界先进技术进行持续对比，并保持优势。
3、具备良好的产品化思维，驱动产品迭代，与产品和工程团队紧密合作，将算法技术应用于实际产品，带来产品商业化增量和竞争力。
4、深入研究大模型和智能体技术，持续关注和探索大模型和智能体方向的前沿动向和技术趋势，打造产品业界影响力。","1、有多智能体技术、DeepResearch/AgenticSearch、文档智能解析、GRPO/GSPO等RL后训练等相关实战经验；
2、熟悉verl/OpenRLHF/swift/ROLL等后训练框架，熟悉Megatron/DeepSpeed/vLLM/SGLang等主流训推框架；
3、有大模型算法相关研究经历和具有影响力的科研工作（高引用论文、知名开源项目、企业大模型项目等）的优先，顶会包括但不限于：NeurIPS/ICML/ICLR/ACL/CVPR/EMNLP；
4、自我驱动力，动手能力强，对AI行业有浓厚的兴趣，较强的学习能力和责任心。",2,韩虎(连易),,2026 - 02 - 05,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020537455c070bc9483cb72f7a17dc4d1bc5&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-应用管理平台技术专家-北京/杭州,,云智能集团-阿里云智能,"中国-北京-北京,中国-浙江-杭州",本科,五年以上,P7,"阿里专有云应用运维与可观测团队，为专有云客户提供极致用云的解决方案与产品矩阵，帮助企业更好地管理IT服务和基础设施，提高运维效率、运维安全性以及业务连续性
岗位职责：
1、 参与并负责云+应用一体化运维平台的设计与实现，包括应用蓝图、自动化发布、应用容灾、资源编排等能力
2、参与并负责全景监控的设计与实现，围绕健康画像构建监管控一体化AIOPS运维平台，实现故障的快速发现、智能定位以及高效恢复链路闭环
3、参与并负责专有云日志服务SLS的设计与实现，为Log、Metric、Trace等可观测数据提供一站式采集、加工、查询与分析、可视化与告警、消费与投递等能力
4、参与并负责专有云应用市场的设计与实现，基于开发者中心与交付中心打造专有云产品生态体系
5、参与并负责专有云统一CMDB、流程引擎、终态引擎、监控采集和计算等基础技术的设计与实现","岗位要求：
1、 熟悉Java基础技术栈，包括SpringBoot、Mybatis、分布式缓存、消息队列等，熟MySQL等主流数据库以及Linux下的常用命令
2、熟悉常用设计模式，最好有大型应用的开发经验，具备应对大数据、分布式、高并发、高负载、高可用性等系统设计能力
3、熟悉C++、Python开发优先，熟悉AI大模型、K8S开发&运维能力优先，熟悉日志查询、计算调度和存储引擎开发优先
4、具备良好的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，责任心强，具备良好的团队合作精神和承受压力的能力",1,韩虎(连易),,2026 - 02 - 05,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020542f36c925a234c8c9c00503f8736d54e&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-商业技术工程师BTE（高校、科研）-政企事业部（北京）,,云智能集团-阿里云智能,中国-北京-北京,本科,五年以上,P7,"1、客户拓展与销售：负责高校、科研院所及国家实验室等机构的云计算、大数据、AI等产品的市场开拓，确保销售目标的实现。
2、销售策略制定：基于对高等教育与科研行业的深入理解，制定并执行有效的销售计划。
3、市场与竞争分析：持续关注行业发展动态，收集竞争对手信息，为公司产品和服务的优化提供建议。
4、客户关系管理：定期联系重点客户，开发新客户，维护现有客户关系，提升客户满意度。
5、项目管理：负责跟进具体项目商机，推进项目立项、招标、投标、谈判、交付、验收、付款等各个环节的工作。","1、教育背景：本科及以上学历。
2、行业经验：5年以上云计算、大数据、AI等产品销售经验，和5年以上高校、科研行业经验；具有高校、科研、实验室类客户资源优先。
3、专业技能：具备敏锐的市场洞察力、优秀的销售技巧和沟通能力，能够独立制定并执行销售策略。
4、个人素质：学习能力强，适应快节奏的工作环境，具备高度的责任心、团队合作精神及抗压能力。
5、项目管理：具有强项目管理能力、成熟的项目运作和资源整合能力，善于分析和解决复杂问题。
备注：持有阿里云ACA/ACP/ACE认证证书者优先",1,贾鑫(叁斤),,2026 - 02 - 24,2026 - 04 - 29,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260205e0363b205c9a47af84f39a028c1e214f&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-行业解决方案架构师（泛政企方向）-重庆,,云智能集团-阿里云智能,中国-重庆-重庆,本科,五年以上,P7,"1.支持政企客户售前业务拓展，结合阿里云产品、技术、生态等优势，为客户提供云计算、大数据、AI大模型等解决方案与产品。
2.深刻理解客户需求，为客户提供业务和技术层面的架构咨询服务，提供基于阿里云技术体系的架构设计方案，支持客户或合作伙伴在阿里云上构建上层应用系统和服务。
3.与产品研发团队合作，传递市场需求，共同研发或完善满足特定行业，特定应用场景的产品和解决方案。
4.支持阿里云混合云复杂项目运作，带领产品和服务团队进行技术、业务验证，参与项目投标流程、合同签约等工作。","1、大学本科及以上学历，有5年以上有云计算、大数据、AIGC等领域工作经验，有两个以上系统架构设计或云计算架构经验优先；有政府、央国企、能源、广电、媒体行业经验优先。
2、能够具备良好的学习能力，掌握基础的企业IT架构知识，具备基础的云计算知识能力，能够快速具备独立支撑基于云计算/大数据/人工智能相关项目的售前能力。
3、能够独立完成对客户的业务设计和技术选择的影响，能够独立对客户中高层的决策产生影响；
4、具有良好的沟通表达能力，执行力强，具有优秀的团队合作精神、敬业精神，对互联网与云计算行业有清晰的认知和热情；
5、熟悉政企招投标流程，深度参与过相关政企信息化工作支撑者优先考虑，较强的分析问题和解决问题能力；
6、熟悉业内相关云计算、大数据、AIGC等新技术，可独立支撑其相关业务咨询、技术咨询、规划、设计等工作优先考虑。
持有阿里云ACA/ACP/ACE认证证书优先。",1,韩虎(连易),,2026 - 02 - 05,2026 - 03 - 22,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020582651471f24c442a9171fa7b99528e74&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-商业技术工程师BTE（汽车华南）-AI汽车行业线（广州/深圳）,,云智能集团-阿里云智能,"中国-广东-深圳,中国-广东-广州",本科,三年以上,P6,"客户关系管理
• 客户开发：主动了解所在区域/市场的关键行业knowhow，保持对AI趋势的深度、及时掌握，识别市场机会，开拓新客户或挖掘现有客户的产品和技术需求，形成有效商机。
• 客户业务理解及需求挖掘：充分了解客户商业模式、AI场景下的业务挑战，进行客户组织架构梳理和决策链摸排，获取客户信息，通过串联客户OKR，找到双方合作机会点。
• 建立组织客情：维护好关键决策点的客情关系，协调我司管理层和客户建立连接，作为“铁三角”的导演，进行良好的内部项目协调。与客户各层级建立长期的业务和技术关系，赢取客户信任，在合作中获得关键性支持。
产品和技术价值传递
• 理解阿里云产品及解决方案：深入理解飞天云计算操作系统、七大件、全栈AI（从算力到模型到应用）等阿里云产品的技术价值，了解竞对的差异化竞争优势，能够根据客户需求初步制定解决方案。
• 独立面向客户讲解业务解决方案：针对客户特定场景业务需求，独立面向客户讲解阿里云业务解决方案，清晰的传递阿里云竞争力以及能够为客户创造的业务价值。
制定商务策略及商机转化
• 促进客户决策及商机转化：能摸清并影响客户决策链路，制定应对商务方案，运用销售策略，转化商机，达成业绩，实现与客户的双赢。
• 客户运营和管理：作为第一责任人，从商机获取、客户交流、招投标商务流程管理、客户交付及问题解决，到内部产研、财税法等支撑部门有效协同，整合内外部资源，识别管理风险点，做好精细化运营和项目落地。
持续做好客户服务
• 客户全生命周期的业务支持：持续做好客户服务，及时解决客户问题，提高客户满意度，长期陪伴客户成长
• 推动产品反向优化：将客户使用中遇到的影响客户体验的问题，反向推动内部解决，推动内部产品解决方案和流程体系的改进。","• 3年以上云计算/AI领域等相关行业，To B销售和售前相关工作经验
• 有软件产品/AI相关产品售卖经验，Paas层产品经验优先，解决方案经验优先；有大客户拓展经验
• 理解客户所在行业特点和典型客户需求场景，诊断具体业务场景中客户的技术问题，挖掘AI应用场景，提供有竞争力的产品和解决方案。
• 基于所服务客户及具体项目领域，主动了解市场动态、竞争环境、竞对产品，从而能定位和向客户展示阿里云的产品和方案优势。
• 能向客户解释云和AI产品的差异化价值，能与客户交流行业热点、AI新应用场景等。
• 独立完成和肩部客户CTO的业务和技术交流，影响该层级的产品选择。
• 理解阿里云主要产品技术核心价值及典型客户场景，回答客户对产品技术价值的常规问题。
• 保持对AI趋势的及时掌握， 熟悉生成式AI服务、人工智能、机器学习及基础模型产品知识。
• 准确识别和分类客户及关键干系人，针对不同的客户群体建立不同的应对措施。
• 主导营造沟通氛围，把握他人的沟通要点，有效倾听他人的观点，清晰的表达自己的观点。
• 具备良好的服务意识和应变能力，能够对客户问题一跟到底，切实帮助客户解决难题，并能保证客户满意度。",2,贾鑫(叁斤),,2026 - 02 - 05,2026 - 04 - 30,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602056df8aa8f2d2c4587b32c0a27f6582ddd&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-Salesforce云平台运维高级工程师-杭州,,云智能集团-阿里云智能,中国-浙江-杭州,本科,五年以上,P7,"1. 负责Salesforce产品落地阿里云落地，含资源、交付、监控、运维等能力建设。
2. 负责Salesforce产品落地的高可用体系建设，如故障自动定位、自动恢复、自适应容灾、云原生技术实施及落地等，保障业务持续可用。
3. 负责Salesforce云平台日常实施和运维，包括智能化的运维平台、工具、系统构建和运维，参与解决生产系统遇到的容量、性能、稳定性等问题。
4 提供Salesforce云平台服务支持，监控和预防云平台问题，处理云平台发生的问题，保障SLA。
5. 负责云上资源管控及优化，提升技术交付ROI。","1 具备云平台,容器化等相关领域日常实施和运维，服务支持经验，可以运行维护和管理并保障系统平台的稳定性， 熟悉服务管理、多区域部署、自动扩容等运维系统建设，有复杂云平台产品工作或者Saas产品及落地经验优先；
2. 具备 Infrastructure-As-Code的方式优化系统资源管理,并利用Terraform,Spinnaker进行系统软件的安装和部署能力，熟悉软件开发和系统架构，掌握至少一门编程语言，具有开源项目开发经验者优先。
3 可以利用Kubernetes,VM,PG/MySql,HSM等软件工具或者类似工具运营以及维护所有的公有云上的各服务系统,管理PaaS/SaaS上的服务。
4. 系统工程能力扎实过硬，深入了解系统（linux）及上下游链路服务（网络/io等），具有很强技术敏感度和故障排查经验，并能进行技术方案的整合。
5. 具有良好的团队协作、沟通能力，乐于分享，良好的客户服务意识。
6. 具备良好的英文沟通能力，有国际化团队协同工作经验者优先。",1,黄雪纯(夏知),,2026 - 02 - 04,2026 - 05 - 01,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026020422bb4c35d6574689ba2585d15237793a&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-网站营销运营-杭州,,云智能集团,中国-浙江-杭州,本科,五年以上,P7,"1. 负责网站3端包括PC/H5/APP流量到商业付费转化效率，基于流量的来源、特征识别，制定新客流量分配机制，landing及承接转化策略；同时与网站产品协同提升转化效率
2. 负责阿里云年度IP的在线营销运营，包括618，双11，采购季等IP的整合营销，分析竞争态势，联合产品线、市场、服务、商业线相关方，制定在线营销的目标，营销策略，品类的整体方案，并负责整体项目管理，达到通过在线整合营销项目达到拓新客户数目标。
3.AI大模型产品分析及竞争价格动态监控，针对不同类型的客户制定权益、定向价格策略。联合产品及业务输出基于AI场景，行业的获客营销计划，扩大网站、媒体渠道的推广，推动规模获客。","1. 具备较强的数据分析能力，将数据与业务有效结合，具备策略推动能力，有数据洞察，数据化运营经验优先；
2. 5年以上B端互联网日百万级流量运营经验，或3年以上开发者运营等技术垂类运营，对营销，流量及数据化运营有实操经验。具备IT类大型企业产品，对云及AI产品和解决方案有研究和理解，商业化经验优先；
3. 协同能力，具备良好的团队沟通协同能力，能推动多业务、多角色的大型项目顺利推进，结果导向，有复杂项目管理经验优先；ToB产品媒体广告投放实操经验、主流媒体广告平台操作及商业模式、千万级账户投放执行经验优先；
4. 敬业精神，有责任心，有较强的抗压能力和心力，能够在关键时刻找到突破点。",1,黄雪纯(夏知),,2026 - 02 - 04,2026 - 05 - 04,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602043c533c040b704a3ea9a75ec9a57752fa&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里云智能-渠道商业化运营-杭州,,云智能集团,中国-浙江-杭州,本科,三年以上,P7,"1. 对AI需求人群特征及行业场景领域有深刻的理解，输出拓展的目标渠道，包括不仅限于学校、机构、会议、协会、园区等，从制定计划，到独立推动、达成与渠道的商务谈判合作；
2. 根据不同渠道的客群及需求，制定双方合作的获客商业模式，以及拓展渠道面向人群的的策略，打法，积极推动商业合作模式创新，推动达成双方的合作，达到获客最大化；
3. 建立与渠道良好商务合作关系，做好客户需求与AI产品识别，并通过在合作的过程跟进及资源支持，推动合作渠道产出，持续监控业务结果及评估，对最终AI产品的客户收入产出结果负责；
4、根据公司规定要求，对渠道合作进行合规管理，预防红线行为发生，确保业务真实有效。","1. 快速识别AI业务机会，赋能并激发合作渠道协同合作，对拓展合作的渠道结果负责；
2. 有出色的商务能力，能独立推动、达成和AI渠道的深度合作；负责客户主动服务体系建设、客户成长运营；
3. 具备IT类大型企业产品，对云及AI产品和解决方案有研究和理解，具备理解客户关键需求，匹配成熟产品，推进商业化经验优先；
4. 敬业精神，有责任心，有较强的抗压能力和心力，能够在关键时刻找到突破点；
5. 协同能力，具备良好的团队沟通协同能力，能推动多业务、多角色的渠道业务顺利推进，结果导向，有复杂项目管理经验优先。",1,黄雪纯(夏知),,2026 - 02 - 04,2026 - 05 - 04,招募中,https://aliyun-headhunter.alibaba-inc.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260204c817ff3676ba4c0a837ecffbc91bfee9&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
