职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
淘天算法技术-内容理解算法-杭州*,,淘天集团-智能算法产品事业部,中国-浙江-杭州,硕士,一年以上,P6,"1、参与大模型在商品领域落地项目，涵盖商品内容理解/摘要/商品关键信息提取与百科生成等各项工作。
2、参与商品理解算法基础能力建设与算法创新，包括但不限于商品标签建设、文本分类、检索匹配等，探索前沿技术并落地用户产品。
3、参与各垂直行业专业领域知识库建设，通过RAG、Agent等技术提升用户购买决策体验，聚焦Post-training（SFT、RLVR、Agentic RL、CoT）等核心技术。","1、硕士及以上学历，机器学习、CV、NLP、数学等相关专业，有国际顶会论文发表优先。
2、有大规模机器学习，商品理解，个性化推荐，广告，信息检索，自然语言处理相关领域工作经验，对商品领域有深入研究者优先。
3、具备扎实的数据结构、算法和编码能力，精通至少一种编程语言，C++/python/java等。
4、深入理解LLM/MLLM原理，具备大模型Post-training（SFT、RLHF/RLVR）实战经验，熟悉RAG、Agent技术栈。
5、有强烈的技术热情，有皮实乐观、不畏挫折的心态，具备优秀的分析和解决问题的能力。
6、具备知识图谱、多模态大模型、搜索推荐领域相关经验同学优先。",2,舒文凯(尘勋),,2026 - 02 - 24,2026 - 04 - 29,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224ef6c3a17bd9f4e0db7535f881e917543&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-内容运营专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1、对于内容行业有系统性的理解，洞察内容行业的用户需求、发展趋势、创作者诉求，对于运营策略有方法论和系统思考；
2、结合高德地图优势，探索本地生活相关领域（美食、酒旅、汽车服务、休闲娱乐等）的内容生态建设，为用户出行决策提供用户价值；
3、在创作者、内容发布、消费形式、分发场景等各环节寻找切入点，探索地图内容的差异化优势，打造有高德特色的繁荣内容生态。","1、本科及以上学历，3年以上内容生产与分发相关经验，具备头部内容平台工作经历者优先；
2、了解各内容平台的市场格局和产品特点，具备敏锐洞察力和因地制宜的能力，熟悉行业内领先的运营方法和打法策略；
3、有创业精神，学习能力强，逻辑性好，具备良好的沟通能力。",2,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602246df05294bcb546f3aec12ad058586cc7&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-商家端产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"作为商家业务产品，聚焦于中长尾商家的全链路产品体验与价值挖掘，负责商家入驻、在线商业化转化及商家活跃等关键产品能力建设，助力平台商家生态的健康增长。
核心职责：
1.负责商家在线商业化转化路径的动线与链路设计，通过对免费商家入驻→付费→续费的全流程梳理，挖掘价值切入点，持续优化转化效率；
2.负责中长尾商家入驻流程与活跃场景的产品设计，提升入驻体验与商家参与度；
3.主导业务相关产品的需求分析、功能规划与迭代落地，确保产品体验与业务目标的高度统一；
4.参与中长尾商家业务的整体规划与策略制定，推动产品在体验、效率与商业化方向的持续创新。","1.5年以上互联网产品经理经验，具备B端平台或商家类产品经验者优先；
2.熟悉在线商业化转化体系，能够独立设计并优化用户付费链路，具备成熟的转化提升方法论；
3.有C端产品思维者优先，善于从用户视角出发设计高效、流畅的产品路径；
4.具备较强的数据驱动意识与分析能力，能通过数据发现问题、验证假设并推动产品迭代；
5.逻辑清晰、自驱力强，具备良好的项目推动能力和跨团队协作能力。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 17,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224c56ccad31baa4a40820831128fe4ae2a&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-产品专家（招聘平台方向）-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1. 负责招聘方向的产品战略规划与全生命周期管理，聚焦于构建高效、智能的招聘解决方案。深入理解招聘平台和求职者角色需求，设计并推动创新型产品功能落地，覆盖从人才发现、筛选匹配、面试协同到入职管理的全流程体验优化。结合AI、大数据等技术能力，打造智能化简历解析、岗位推荐、候选人评估等核心模块，提升招聘效率与匹配精准度。
2. 主导招聘产品的生态合作模式探索，联动内外部伙伴推进开放平台能力建设，支持服务输出，拓展在垂直行业与企业客户的应用场景。通过数据驱动持续迭代产品策略，建立关键指标体系，衡量产品价值与商业影响，推动规模化增长。","1.本科及以上学历，5年以上互联网产品工作经验，具备招聘相关领域经验者优先；
2.具备阿里P7或同等职级及以上能力水平，有主导复杂平台型产品从0到1建设并实现规模化落地的成功案例；
3.熟悉生态合作模式，具备优秀的商业洞察力与用户理解能力，能独立完成价值链条设计；
4.具备出色的数据分析能力，能够通过AB实验、增长模型等手段量化产品效果，指导迭代决策；
5.优秀的跨团队协作与项目推动力，能高效联动技术、运营、商务及外部合作伙伴，推动多方目标对齐与资源整合；
6.具备全局视野与战略思维，能够结合行业趋势制定中长期产品路线图，并灵活应对不确定性挑战。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 01,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224900b53757b50476293b5366c8a7d94d6&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-创作者成长激励产品经理（北京/杭州）-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1. 负责高德内容业务的策略产品工作，包括通过作者分级、权益与激励任务，激励创作者生态持续繁荣。
2. 了解内容平台创作者生态，理解作者经营动机和痛点，有制定全链路的作者成长通路经验者加分。
3. 对内容产品的流量策略（包括生产和消费）有深入理解，有后台产品经验，或具备行业领先的内容产品操盘经验者加分。
4. 数据策略方面，对于数据逻辑、效果和分析有经验，具备生态分析等经验者加分。","1. 本科及以上学历，具备3年及以上内容产品（图文/视频）领域互联网产品经验，有社区社交产品经验的加分，有内容生态、推荐算法背景的加分。
2. 有较强的用户思维，用户价值导，有较强的主观能动性及自驱力，能根据整体产品目标，拆解为可执行落地的产品迭代计划。
3. 对数据敏感，善于利用各种数据分析手段，并结合用户洞察，综合判断产品价值及优化改进点。
4. 推进力和目标感强，有较好的沟通能力和协调能力，可以协调多方资源完成目标。",2,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224a21938426f7c482a9dfc9558c805c83c&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-内容产品专家-扫街榜-榜单方向（北京/杭州）-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1. 负责高德内容相关产品的规划，结合战略目标，主导生活服务及榜单产品的整体规划，明确产品定位、核心价值与长期发展方向，使其在市场中具备独特竞争力，深入洞察生活服务市场趋势、用户需求以及行业动态，
2. 能精准定义产品功能、交互流程和用户体验，协调设计、开发等多团队，推动从概念到落地，打造易用、高效且贴合用户需求的产品。运用数据分析和用户反馈，不断优化榜单算法，确保排名真实、公正、有价值。
3. 制定并执行产品迭代计划，依据用户行为数据、市场反馈和业务目标，持续优化产品功能和体验，快速响应市场变化，推出创新功能，提升用户活跃度和留存率，实现产品的持续进化与升级。
4. 与技术团队紧密沟通，跟进开发进度，保障项目按时高质量交付；与运营团队协作，制定运营策略，助力产品推广与用户增长；与市场、商务等部门联动，获取资源，推动产品商业化探索。
5. 建立完善的数据指标体系，深度分析产品数据，挖掘用户行为模式和需求痛点，为产品优化、功能迭代提供数据支撑，以数据驱动决策，提升产品竞争力。","1. 本科及以上学历，3-5年互联网产品经验，有生活服务类产品、榜单类、精选类产品经验者优先。
2. 具备敏锐的市场洞察力和用户需求把握能力，出色的逻辑思维与问题解决能力，能独立完成复杂产品规划与设计；
3. 拥有优秀的数据分析能力，熟练使用SQL、Excel等数据处理工具，能从数据中提炼有价值信息。
4. 具备优秀的沟通协调和团队合作能力，能在跨部门合作中有效推动项目进展，善于倾听不同意见，共同解决问题。
5. 对创新充满热情，勇于尝试新方法、新技术，不断探索产品新的可能性，推动产品创新发展。",2,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224b5072cd539484a52a863de8032464f12&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-酒店转化方向产品经理-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"岗位描述
我们正在寻找一位通过数据驱动和用户导向，对转化漏斗有深刻理解的产品经理，专注于提升酒店交易转化效率。你将负责从用户搜索、浏览、决策到下单支付的全链路体验优化，通过产品策略、交互设计与智能推荐机制，最大化流量价值，提升酒店预订转化率、客单价与复购率。

岗位职责
1. 深入分析用户预订路径中的关键转化节点（如列表页、详情页、房型选择和下单环节等），识别流失瓶颈与优化机会
2. 注重用户搜索与筛选体验，通过持续迭代算法策略，提升用户转化决策
3. 结合用户分层与场景分层，设计个性化推荐与促转策略
4. 建立并监控核心转化指标体系（如CVR、支付成功率、跳出率、加购率、人均浏览酒店数等），通过数据驱动产品决策
5. 跟踪行业发展趋势在转化体验上的创新，持续保持产品领先性","1. 有3年以上C端或交易型平台产品经理经验，有OTA、电商、本地生活等行业背景者优先；
2. 熟悉用户转化漏斗模型，具备扎实的数据分析和产品设计能力（熟练使用SQL工具者优先）
3. 对用户体验敏感，能平衡商业目标与用户价值，具备优秀的交互与信息架构设计能力
4. 具备强逻辑思维与结构化问题拆解能力，能从复杂数据中提炼产品洞察
5. 优秀的跨团队协作与项目推动力，对在线旅游行业有热情，能在快节奏环境中高效交付",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 16,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602244bd10dc062df484a87fd28fac316176e&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
阿里妈妈-数据研发工程师（大数据/AI方向)-北京,,淘天集团-阿里妈妈,中国-北京-北京,本科,一年以上,P7,"1.负责广告数据计算平台设计和开发，支持万亿级数据的交互式圈人、洞察、归因、报表场景。
2.负责广告定向数据产品研发，能提供架构设计和优化方案，并从技术上推进产品的快速迭代。
3.紧跟业界前沿，探索增强分析、智能营销助手等创新场景的技术解决方案。","1.熟练掌握C++、多线程、网络通信、高性能优化，或者熟练掌握Java开发和调优、并发编程模式，有丰富Unix/Linux环境开发经验。
2.具备丰富的数据开发经验，熟悉Hadoop、Hive、Spark、flink等体系结构，并有实际开发经验。
3.熟悉Impala/Presto/GreenPlum/Clickhouse等MPP数据库，对各数据库的优劣和适用场景有深入理解，有实践经验者优先。
4.熟悉分布式技术并有实践经验（rpc框架， nosql存储），对kafka等消息中间件有深入了解。
5.大学本科及以上学历，三年以上计算机相关工作经验，有强烈的求知欲和较强的学习能力，对技术充满热情。",2,楼朗见(琴敌),,2026 - 02 - 24,2026 - 03 - 28,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602249b5c238dcf7e494da9cdd5dc481527df&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-商品平台产品专家-商品质量-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1. 负责商品质量评估相关产品能力建设，高效实现商品的覆盖、信息、价格多方对比，保障能力稳定性。
2. 负责商品质量优化相关产品能力建设，建设商品问题发现-下发-回收线上化闭环，提升问题的处理率。
3. 负责优质商品推广应用产品能力建设，实现优质商品对业务贡献的量化评估，联动多业务持续提升效果。","1. 本科及以上学历，5年以上互联网产品经验，最近两段工作经历至少有一段在行业头部公司从事商品质量管理相关工作。
2. 具备宏观视角，能够独立完成产品策划、项目管理和落地实施。
3. 目标向导，具备整合平台资源和拿结果能力，有系统性思考和缜密的产品设计能力。
4. 具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL者更优。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224692f8849fb104820b02953e17e328d1b&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德- 交易平台产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1.负责核心交易链路产品能力建设，设计从访问、选购、下单、提单、支付等全链路的产品解决方案，优化用户端到端体验，提升整体访购转化效率；
2.负责活动招商系统产品能力建设，提升招商系统的配置效率以及审核效率，满足多行业多场景的招商需求；
3.基于本地生活行业的经验及行业视野，能够提出例如行业大促、营销玩法、场景运营等多方向的行业解决方案，持续推动促销营销系统迭代。","1.本科及以上学历，5年以上互联网产品经验，具备交易、营销产品经验，有行业头部经验者优先；
2.具备平台产品经验，能够独立负责从市场调研、产品规划、方案设计到项目推进上线、迭代优化的全流程；
3.目标导向，具备出色的逻辑思维、业务抽象能力和系统设计能力，能够有效整合资源并推动拿到业务结果；
4.具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL者更优；
5.具备优秀的协调沟通能力和团队合作精神，能够与各团队高效协作，具备主人翁精神及抗压能力。",2,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602241e52b89fc9d24c289459057a1c1dbd4f&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
