职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
Java开发工程师-直播流媒体,小红书,,"北京市,上海市,深圳市",本科及以上,3-5年,,"工作职责
1.负责 直播媒体处理，包括录制、内容审核、即时剪辑等功能的设计与实现；
2.参与 连麦业务的架构设计与调度，实现高并发、低延迟的互动体验；
3.建设与优化 直播数据平台，支持实时数据采集、分析与可视化，提升业务决策能力；
4.持续进行系统性能调优与故障排查，保障服务的高可用性与扩展性；
5.与前端、客户端、运维团队紧密协作，推动整体业务迭代与交付。","任职资格
1.计算机相关专业本科及以上学历，3-5年 Java 后端开发经验；
2.熟悉 Java 语言及常用框架（Spring Boot / Spring Cloud 等），具备扎实的编程功底；
3.熟悉 分布式系统设计，具备高并发、高可用架构经验；
4.熟悉 数据库与缓存技术（MySQL、Redis、Kafka 等），具备良好的数据建模与优化能力；
5.有音视频行业经验（直播、实时通讯、短视频）开发或运维背景者优先；
6.熟悉 音视频传输协议（WebRTC、RTMP、HLS 等）及相关技术栈者优先；
7.具备良好的沟通能力、团队协作精神和问题解决能力。",1,林佳,,,,,https://hunter.xiaohongshu.com/position-detail/18664
音视频研发工程师-主播创作,小红书,,"北京市,上海市",本科及以上,1-3年,,"1. 设计并实现实时音视频SDK的架构，支持直播推流、视频编辑、连麦互动等主播场景；
2. 针对移动端（iOS/Android）和桌面端（Windows/Mac）进行性能调优，解决弱网环境的卡顿、延迟问题；
3. 优化编解码质量和渲染效率，支持并探索主播创新玩法的音视频能力建设。","1. 熟悉主流流媒体协议（如RTP、RTSP、RTMP等）和封装格式（如mp4、flv等）；
2. 熟悉常见的音视频编解码，例如H264，H265，AAC等；
3. 扎实的网络基础知识，对socket通信、TCP、UDP有深刻的理解;
4. 熟悉多媒体开源架构者优先，如FFmpeg、WebRTC等;
5. 2年以上移动端或桌面端音视频开发经验，能独立解决跨平台兼容性问题.",5,林佳,,,,,https://hunter.xiaohongshu.com/position-detail/18813
web音视频开发工程师/架构师,小红书,,"北京市,上海市",本科及以上,3-5年,,"工作职责：
1、负责开发与维护 Web平台的 HTML5 播放器;
2、参与web端音视频技术的调研、研发及优化;
3、参与音视频体验相关优化；
4、负责部分web前端开发。","1、 本科及以上学历，计算机等相关专业；
2、有前端（JavaScript / TypeScript ）开发经验，熟悉VUE框架，webpack打包工具；
3、熟悉 HTML5 相关的标准与浏览器平台接口；
3、熟悉 MSE / WebAssembly / WebRTC 等 Web 多媒体相关使用优先;
4、有播放器 / 音视频相关开发经验优先;
5、熟悉主流封装格式 FLV、TS、MP4 等优先;
6、熟悉常用编解码格式 H.265 / H.264 / AAC 等优先。",1,林佳,,,,,https://hunter.xiaohongshu.com/position-detail/18815
后端研发专家-点点App增长,小红书,,"上海市,北京市",本科及以上,5-10年,,"1、负责点点 App 增长全链路的工程体系设计与演进（拉新 / 激活 / 留存 / 使用深度 / 召回）
2、建设可复用的增长技术能力：用户分层、路径编排、实验平台、特性开关、灰度与回滚机制
3、主导增长相关核心系统的架构设计，确保高并发、高可用、可快速试错
4、深度参与新用户冷启动、核心场景触达、AI 能力曝光等关键链路的工程实现与性能优化
5、搭建稳定可信的增长数据链路，与数据 / 产品协作，把指标真正跑在系统里
6、在关键增长节点（大版本、能力升级、流量波峰）作为工程 Owner，对结果负责","1、5～8 年后端或客户端工程经验，有 增长 / 用户侧系统负责人经验
2、扎实的系统设计与架构能力，能把复杂增长逻辑沉淀为清晰、可演进的工程方案
3、熟悉增长常见工程能力：实验平台、用户分群、召回系统、策略配置化、实时/准实时链路
4、精通至少一门主流语言（Java / Go / C++ / Swift / Kotlin 等），对性能与稳定性有强要求
5、强 Owner 意识：不只是“把需求做完”，而是持续为指标负责
6、能带小团队（或核心骨干），推动跨产品、算法、数据的复杂协作

加分项：
1、AI 对话类 / 内容社区 / 工具型 App 增长工程经验
2、冷启动、留存、召回、使用深度等核心链路的系统级设计经验
3、有高 DAU 消费级产品、复杂用户路径、实时系统经验
4、对 AI / Agent / 多模态产品形态有工程侧的理解和判断",2,谢静,,,,,https://hunter.xiaohongshu.com/position-detail/18831
"Strategy, Global Expansion / 国际化战略",小红书,,"北京市,上海市,深圳市",本科及以上,5-10年,,"【The Role】
This role defines where and how xiaohongshu(rednote) expands globally. You will work closely with top leadership team to identify priority markets, design winning entry strategies, validate product–market fit rapidly, and scale early success into a global expansion engine.
【Mandate】
Pick where to play, define how to win, validate PMF, build GTM from scratch, and align multi-functional teams to drive the decision, and unblock execution.

【职位概述】
负责定义小红书全球化扩张的重点方向与落地方式，将与公司管理团队紧密合作，识别优先进入的市场，制定有效的市场进入策略，快速验证产品与市场匹配，并将早期验证的成功经验规模化，打造可持续的全球扩张能力。
【核心职责】
1. 明确“去哪里做”：评估并确定优先市场及进入顺序
2. 定义“如何取胜”：制定可执行的竞争与增长策略
3. 快速验证 PMF：通过数据、用户研究与试点实验形成验证闭环
4. 从 0 搭建 GTM：构建 Go-to-Market（市场进入/推广与增长）体系与打法
5. 跨团队对齐与推进：协调产品、增长、运营、市场等多职能团队推动决策，解决关键阻塞，保障执行落地","【What We’re Looking For】
We’re looking for generalists who:
- Thrive in ambiguity and move problems from “unclear” to “solved”
- Are intellectually curious, commercially grounded, and biased to action
- Want to build new things (0→1 or 1→n), not only optimize mature businesses
- Care about real-world impact and have the stamina to make it happen

Toolkits that will help: 
- Research & analytics skills: market landscape, competitive research, data analysis, user research, etc;
- High-clarity communication (crisp docs, clean frameworks, exec-ready recommendations and cross-functional alignment);
- Global consumer-internet instincts (social/e-commerce/gaming/consumer tools)
- Fluent English required and additional languages a strong plus.

【任职要求】
我们希望你具备通才型能力，并能在复杂与不确定环境中推动业务进展：
1. 能适应高度不确定性，善于将问题从“模糊”推进到“清晰可解”并落地解决
2. 具备强烈的求知欲与商业判断力，行动导向，推动结果产出
3. 具备从0-1、1-N 的开拓型意愿与能力
4. 关注实际业务影响，具备持续推进与抗压能力，能把事情做成
关键能力：
1. 研究与分析能力：市场格局研究、竞品分析、数据分析、用户研究等
2. 高质量沟通表达：结构清晰的判断、面向管理层的建议输出、跨团队对齐协作能力
3. 全球消费互联网直觉：对社交/电商/游戏/消费工具等领域有理解与敏感度
语言要求：
1. 英语流利（必需）
2. 具备其他语言能力者优先（加分）",2,郭家钰,,,,,https://hunter.xiaohongshu.com/position-detail/18741
AI Strategy & Ecosystem Lead / AI战略,小红书,,"北京市,上海市,深圳市",本科及以上,5-10年,,"【The Role】
This role sits at the intersection of frontier AI technology, product execution, and industry influence. You will help shape Xiaohongshu (rednote)'s AI strategy and technical direction, working closely with leadership, model and product teams, and the global AI ecosystem.
This is not a passive research or planning role. You will turn frontier insights into real product, organizational, and strategic impact.
【What You’ll Do】
Track frontier AI shifts
- Scout advances across foundation models, training and inference efficiency, multimodality, AI hardware, and AI-native applications
- Identify inflection points that matter for consumer products and long-term competitive advantage
Shape AI strategy with leadership
- Produce deep research, strategic memos, and POV frameworks that inform executive decisions
- Partner with product, engineering, and business leaders on AI roadmaps, investment priorities, and capability build-outs
Work hands-on with teams
- Collaborate with model, chatbot, and application teams to translate new capabilities into real use cases
- Act as a strategic integrator on high-impact AI initiatives, from research to deployment
Build ecosystem and brand
- Develop relationships with leading AI labs, researchers, founders, investors, and open-source communities
- Represent RedNote in high-signal industry conversations and strengthen our global technical brand

【职位概述】
结合前沿 AI 技术、产品落地与行业影响力，支持制定并推动 AI 战略与技术方向，与公司管理层、模型与产品团队紧密合作，并深度连接全球 AI 生态。
不是偏“研究/规划”的后台岗位，而是需要将前沿洞察转化为真实的产品、组织与战略影响，推动结果落地。
【工作职责】
1. 跟踪前沿 AI 变化：持续跟进基础模型、训练与推理效率、多模态、AI 硬件、AI 原生应用等领域的最新进展；识别对消费级产品与长期竞争优势具有关键意义的技术拐点与趋势
2. 与管理层共塑 AI 战略：输出深度研究、战略备忘录与观点框架（POV），支撑管理层关键决策；与产品、工程、业务负责人共建 AI 路线图，明确投入优先级与能力建设路径（capability build-out）
3. 团队协作推进落地：与模型、对话/chatbot及应用团队协作，将新能力转化为可落地的产品用例；作为关键 AI 项目的战略整合者，推动从研究到部署的全流程协同与交付
4. 建设生态与技术品牌：与领先 AI 实验室、研究者、创业者、投资人及开源社区建立并维护关系；参与高质量行业交流，提升公司的全球技术品牌与行业影响力","【What We’re Looking For】
Strong strategic judgment
- Ability to connect technology trends, product implications, industry structure, and user behavior
- Comfort forming independent views in fast-moving, ambiguous frontier domains
Tech-savvy 
- Hands-on exposure to AI, data, or technical products is a strong plus
High-leverage operator
- Proven cross-functional execution with engineers, PMs, and business leaders
- Ability to move fluidly between deep research, structured thinking, and execution
Curiosity and taste
- Deep interest in foundational technology and AI-native products
- Strong instinct for what makes technology meaningfully valuable to users
【Why This Role】
- Direct exposure to frontier AI decisions inside a leading consumer platform
- Real ownership at the intersection of research, product, and industry influence
- A rare opportunity to build technical credibility, strategic judgment, and a global network early in your career

【任职要求】
1. 战略判断力强：能将技术趋势与产品影响、行业结构、用户行为有效关联；能在快速变化、信息不完备的前沿领域形成独立判断
2. 技术理解与上手能力：具备 AI/数据/技术产品相关的实操或一线接触经验者优先
3. 高杠杆推进能力：有跨团队推进经验，能与工程、产品、业务高效协同；能在深度研究、结构化思考与执行落地之间灵活切换
4. 好奇心与“品味”：对基础技术与 AI 原生产品有持续兴趣；对“技术如何真正创造用户价值”有敏锐直觉与判断
【你将获得】
1. 直接参与互联网平台的前沿 AI 关键决策
2. 在研究、产品与行业影响力交汇处拥有真实职责与推动空间
3. 在职业早期建立技术可信度、战略判断力与全球化行业人脉网络的机会",4,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18742
"Strategy, Business Partner / 战略BP",小红书,,"北京市,上海市,深圳市",本科及以上,3-5年,,"【The Role】
This role is a high-impact opportunity to work at the intersection of strategy, analytics, and execution, with direct exposure to senior-level decision-making. You will work closely with leadership to frame the right questions, inform critical decisions, and drive priority initiatives from insight to impact.
【Mandate】
Frame the right strategic questions, pressure-test key decisions, and drive priority initiatives from insight to execution.

【职位概述】
强影响力，集合战略、数据分析与落地，可直接参与核心决策过程。将与管理层紧密合作，提出关键问题、为重要决策提供依据，并推动优先级项目从洞察走向实际业务结果。
【核心职责】
1. 提炼并界定关键战略问题，明确分析框架与判断标准
2. 对核心决策进行验证与推演（pressure-test），识别风险、假设与关键变量，提供可执行建议
3. 推动重点项目从洞察到落地：制定计划、跟进进度、协调资源，确保结果交付","【What We’re Looking For】
Analytical rigor: Strong structured thinking, qualitative and quantitative analysis, and strategic judgment.
Ownership & learning: Self-driven, fast-learning, able to distill signal from noise.
Execution and communi : Proven ability to manage projects, drive cross-team alignment and communicate effectively at executive level.

【任职要求】
1. 分析能力强：系统性思维，具备定性与定量分析能力，以及良好的战略判断力
2. 强主人翁意识与学习能力：自驱力强，学习速度快，能够在复杂信息中提炼关键结论、去伪存真
3. 推动与沟通能力突出：有项目管理经验，推动跨团队对齐协作，能与高层进行有效交互",6,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18743
"Strategy, Researcher / 战略研究",小红书,,"北京市,上海市,深圳市",本科及以上,3-5年,,"【The Role】
This role serves as the strategic research backbone for xiaohongshu (rednote). You will help leadership and strategy teams form conviction on where the company should draw its strategic lines — what to lean into, what to avoid, and what to prepare for before decisions become irreversible. Your work goes beyond tracking trends or producing point-in-time analysis. You will lead deep, cumulative research efforts that shape the company’s long-term strategic posture — from defining core strategic bets, to setting guardrails for product and ecosystem evolution, to informing how the organization allocates attention and resources over multi-year horizons.

【Mandate】
Build a durable research foundation that helps the company anticipate structural shifts, develop shared strategic conviction, and establish clear strategic directions and boundaries — especially in moments where the right answer is unclear, contested, or non-obvious.
This includes:
- Identifying early signals and second-order implications of major industry shifts
- Translating deep research into clear strategic narratives that leadership can align around
- Providing the analytical backbone for major directional decisions (e.g. platform positioning, content strategy, e-commerce evolution, creator economics, etc.)

【职位概述】
支持管理层与战略团队在关键议题上建立“战略确定性”，不止于趋势跟踪或阶段性结论输出，而是牵头开展持续、深入、可沉淀的研究，塑造公司长期战略姿态——包括明确核心战略押注、为产品与生态演进设定边界与护栏，并为公司在未来数年维度上的注意力与资源配置提供依据。
【工作职责】
搭建可长期复用的战略研究基座，帮助公司提前预判结构性变化、形成组织共识，并在答案不明确、存在分歧或不易判断的关键时刻，给出清晰的战略方向与边界。
包括但不限于：
1. 识别重大行业变化的早期信号及其二阶影响（second-order implications）
2. 将深度研究转化为清晰的战略叙事，推动管理层对齐与共识形成
3. 为重大方向性决策提供分析支撑与论证基础（例如平台定位、内容策略、电商演进、创作者经济等）","【What We’re Looking For】
We represent the company's long-term strategic cognition. We are looking for deep thinkers with high stamina who:
- Go deep, not just wide: You have the patience and rigor to produce definitive research (e.g., comprehensive white papers) that exhausts a topic and becomes the internal ""source of truth.""
- Solve for the ""How"" and ""Why"": You don’t just spot a trend; you deconstruct its underlying unit economics, user psychology, and ecosystem impacts to tell us how to play.
- Think independently: You form independent, evidence-based viewpoints that challenge the consensus and guide leadership through ambiguity.
- Build systematic frameworks: You can build proprietary models to analyze complex ecosystems (e.g., content-community-commerce loops) rather than relying on generic templates.
- See clarity through complexity: You are skilled at synthesizing massive qualitative and quantitative inputs into clear logic, sharp conclusions, and actionable strategic recommendations.
- Operate as a ""Full-Stack"" researcher: You are comfortable switching between macro trend scanning and micro-level product/operational analysis.
- Deliver executive storytelling: You can translate 20,000 words of research into a clear, compelling narrative that drives leadership alignment.

【任职要求】
代表公司长期战略认知能力，期待具备深度思考与强韧执行力的人才：
1. 深而不止于广：有耐心与严谨度产出“可定稿”的深度研究成果（如白皮书），覆盖议题全貌并沉淀为内部权威“事实来源”
2. 不仅看见趋势，更解释机制：不止发现趋势本身，还能拆解其背后的单位经济模型、用户心理与生态影响，给出“为什么”和“怎么做”的策略指引
3. 独立判断能力强：能够基于证据形成独立观点，敢于挑战共识，在不确定性中提供可依据的判断框架
4. 擅长搭建系统化分析框架：能构建自有模型分析复杂生态，而非依赖通识
5. 在复杂中提炼清晰：能综合大量定性与定量信息，形成清晰逻辑、明确结论与可执行的战略建议
6. “全栈型”研究能力：能在宏观趋势扫描与微观产品/运营层分析之间切换
7. 具备宏观叙事与表达能力：能将数万字研究浓缩为清晰、有说服力的核心叙事，推动管理层快速理解并形成一致行动方向",2,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18745
User Researcher / 用户研究,小红书,,"北京市,上海市,深圳市",本科及以上,3-5年,,"【The Role】
The User Researcher surfaces user insights, identifies key questions, and translates insights and user soundbites into business and product decisions. You will work closely with business leaders and strategy partners to define the right questions, form hypotheses, design rigorous research programs, and turn findings into clear, actionable direction.
For AI product research, you will also explore innovative ways to understand user behavior and usage patterns in depth.
【What You’ll Do】
- Set the agenda: Partner with business and product teams to identify key questions and define quarterly and annual research roadmaps aligned with the product lifecycle
- Design research programs: Build mixed-methods research strategies combining qualitative and quantitative approaches
- Own execution: Lead end-to-end user research, including interviews, focus groups, field studies, surveys, and experiments
- Generate insights: Analyze and synthesize data using qualitative frameworks and quantitative methods (e.g., descriptive statistics, clustering, regression)
- Enable teams: Deliver business-relevant insights and facilitate cross-functional workshops to inform and drive product decisions

【职位概述】
负责挖掘用户洞察、识别关键问题，并将研究结论与真实用户反馈转化为可支持业务与产品决策的明确依据。与业务负责人及战略伙伴紧密合作，共同定义正确的问题、提出研究假设、设计严谨的研究方案，并将发现沉淀为清晰、可执行的方向建议。
在 AI 产品研究方向上，你还将探索更创新的方法，深入理解用户行为与使用模式。
【工作职责】
1. 制定研究议程：与业务及产品团队协作，识别关键问题，结合产品生命周期制定季度/年度用户研究路线图
2. 设计研究方案：搭建混合研究（Mixed-methods）策略，融合定性与定量方法开展研究
3. 负责端到端执行：主导完整的用户研究流程，包括用户访谈、焦点小组、实地调研、问卷调查与实验等
4. 产出高质量洞察：运用定性分析框架与定量方法（如描述性统计、聚类、回归等）分析并综合研究数据
5. 赋能业务与产品团队：输出与业务相关、可落地的洞察结论，组织跨职能工作坊，支持并推动产品决策","【What We’re Looking For】
- User-centric mindset: Experience in user research; background as a consumer (2C) product manager is a plus. We also welcome candidates with strong user intuition and deep curiosity
- Methodological rigor: Solid qualitative and quantitative research skills
- Business orientation: Ability to connect user insights to product strategy and business outcomes
- Learning & adaptability: Comfortable working in fast-paced, multi-threaded environments; curious about new behaviors, products, and lifestyles
- AI product research bonus: Heavy daily user of AI products required; understanding of AI technology is a strong plus

【任职要求】
1. 以用户为中心：具备用户研究相关经验；有 2C产品经理背景者加分；也欢迎用户直觉强、好奇心强的同学
2. 方法论扎实：具备良好的定性与定量研究能力，能保证研究设计与结论的严谨性
3. 业务导向：能将用户洞察有效连接到产品策略与业务结果，形成可推进建议
4. 学习与适应能力强：适应快节奏、多线程的工作环境；对新行为、新产品与生活方式保持持续好奇
5. AI 产品研究加分项：需要是 AI 产品的重度日常用户；理解 AI 技术原理者加分",6,谭天,,,,,https://hunter.xiaohongshu.com/position-detail/18746
AI策略产品经理,小红书,,"北京市,上海市",本科及以上,3-5年,,"工作职责
- 负责小红书AI Chatbot的整体策略迭代，构建并优化通用AI助手的评估体系，持续提升用户体验
- 与模型团队合作，定义产品体验和数据理想态，持续提升模型能力
- 基于用户研究与数据分析，识别关键场景，制定产品中长期能力路线，并推进重点场景的落地
- 制定AI助手的安全与合规策略，平衡生态安全与用户体验","职位要求
- 本科及以上学历，1 年以上策略产品经验
- 对AI产品有热情和好奇心，了解大模型技术原理，有较强的自驱学习能力
- 数据敏感，有较好的数据分析与指标体系设计能力
- 优秀的跨团队沟通推动能力",1,王茜,,,,,https://hunter.xiaohongshu.com/position-detail/18471
「电商B端产品」通用岗位,小红书,,上海市,本科及以上,3-5年,,待面试后敲定,3年以内工作经验,1,贺俊达,,,,,https://hunter.xiaohongshu.com/position-detail/18470
行业solution-电商行业一部,小红书,,上海市,本科及以上,3-5年,,"负责电商行业--女装、服饰潮流行业的核心经营指标的分析与监控，识别业务问题并输出策略建议。
结合行业趋势与业务目标，进行流量、转化、供给、履约等关键链路的专项分析，支持业务决策。
与产品、运营团队合作，参与商业化产品与解决方案的打磨、应用场景设计及落地效果跟踪。
支撑重点项目的经营复盘、大促专项、预算投入产出分析等，形成业务洞察报告。
承接关键经营项目的 PMO 工作，整合跨团队资源，确保策略与方案落地。","自驱力强，结果导向，具备 Owner 意识。
对电商行业、商业化模式有理解，具备业务洞察能力。
逻辑清晰，擅长经营分析，能将业务问题结构化、量化。
能进行跨部门团队高效沟通协作。
本科及以上学历，5 年以上经营分析、商业分析或商业化运营相关经验。",1,睿彤,,,,,https://hunter.xiaohongshu.com/position-detail/18328
审核策略运营专家,小红书,,"北京市,武汉市,上海市",本科及以上,5-10年,,"1、诊断人审流程，定位效率瓶颈、质量问题、规则冲突及潜在风险，推动优化方案落地，保障审核高效运营；
2、依据内容类型、风险等级、审核难度等多维度要素完成人审分流策略执行，结合业务变化与审核数据反馈，持续调整分流策略，提高人审资源利用率；
3、对人力成本利用效率和审核效能负责，评估治理需求合理性，保障人力需求的合理性、有效性；优化审核流程与审核界面，提升人审效率和产能；
4、建立治理策略评估机制，对线上策略健康度进行综合分析并对抵消指标联动上下游针对新分析优化；监控审核、体验运营指标体系，对移动指标进行分析和评估，确保质效/成本/策略目标达成
5、管理审核策略运营团队，能够带领团队发现体验问题和机会点，协作各方拿到体验收益；","1、本科及以上学历，3年以上内容治理运营经验，对内容治理链路或审核链路有清晰了解，具备业务流程诊断及优化能力，能定位问题并提出解决方案；
2、跨团队沟通协调能力强，有主导过项目全流程的经验，熟悉平台规则及行业动态，对内容理解；
3、具备项目管理全流程经验，擅长跨部门协作，高效推动目标落地，逻辑思维佳，抗压能力强，韧性强，有owner意识。",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/17408
后端开发工程师-电商,小红书,,"北京市,上海市,杭州市",本科及以上,3-5年,,"你将参与小红书电商导购场域业务建设，聚焦于直播电商、内容导购、直播互动等核心场景，负责从0到1构建并持续迭代导购相关功能，提升用户观播购物体验。同时，你将深度参与电商大促会场的互动玩法设计与技术实现，支撑高并发、高可用的业务需求。我们期待具备强烈自驱力、结果导向的候选人，能够与团队共同探索创新技术方案，推动业务增长。

工作职责
1、负责小红书电商直播、大促会场等导购场域的系统建设、功能研发与持续迭代；
2、独立完成项目的需求分析、系统设计及编码实现，保障项目进度与交付质量；
3、针对高并发、高流量的直播与大促场景，主导核心系统的性能优化、架构升级与稳定性保障；
4、灵活支撑业务快速变化，具备对系统容量、稳定性、可扩展性的深入理解，能主动识别并解决潜在风险；
5、推动通用模块、框架的设计与沉淀，提升团队研发效率；
6、基于数据分析，持续优化导购链路转化率、用户停留时长、购物体验等核心指标。","0、计算机相关专业，扎实的计算机基础，至少3年后端研发经验，熟悉电商行业业务场景，有直播/货架导购/营销业务经验者优先；
1、扎实的Java基础，掌握Java中常用的数据结构、JVM和并发包相关知识；
2、熟悉微服务相关技术，对各种开源框架Spring，Dubbo等有深入了解，对框架本身有过开发或重构者可优先考虑；
3、 熟练MySQL，对数据库有较强的设计能力;   具有基于数据库、缓存、分布式存储开发高性能、高可用系统的设计开发的开发经验；
4、具备良好的识别和设计通用框架及模块的能力，有跨平台的API规范设计以及API高效调用设计能力者优先考虑； 
5、具有高度的责任心与自驱力，良好的沟通协作、应急响应与处理问题的能力，具有比较强的问题分析和处理能力；
6、有电商直播/内容/货架等导购业务研发经历，熟悉直播/短视频/长连接等相关技术栈经验优先。",4,谢静,,,,,https://hunter.xiaohongshu.com/position-detail/18753
AI应用开发工程师- Hi Lab（点点）,小红书,,"北京市,上海市",本科及以上,3-5年,,"1、负责构建模型与应用间的通用 Agent 层，支持多模型调用、动态 Workflow 与自动路由机制；
2、设计 Function Call、ReAct、PE 等执行机制，建设模块化的工具调用体系；
3、优化模型调用链上下文管理与执行效率；
4、与算法与服务端协作，建设任务调度、RAG 服务与 Tool 编排框架；
5、推动 AI 工程体系标准化与自动化，建设可配置、可调试的开发工具与可视化平台。","1、熟悉 Function Call / Agent / ReAct / Tool 调用机制与大模型应用架构；
2、精通 Java / Go / Python 等后端语言，具备服务化开发与异步通信框架（SSE / gRPC / MQ）经验；
3、熟悉分布式任务调度、Workflow 编排或服务编排框架设计；
4、理解模型上下文管理、缓存与资源复用机制；
5、有强烈的 Owner 意识与系统设计思维，能独立承担复杂模块建设与技术演进；
6、善于跨团队协作，具备良好的沟通能力与技术抽象能力；
7、对 AI 工程体系建设、Agent 技术演进有深厚兴趣与学习意愿。
加分项：
1、有 LangChain / sglang / vLLM 等框架经验；
2、有 AI 产品从 0 到 1 架构落地或多模型集成经验。",5,谢静,,,,,https://hunter.xiaohongshu.com/position-detail/18716
商业化 AI 产品经理,小红书,,"上海市,北京市,杭州市,深圳市",本科及以上,3-5年,,"1. 负责小红书商业化广告 AI 产品的整体规划与落地，以广告收入增长与客户体验提升为目标，设计并建设 AI 驱动的客户增长、投放优化与对客服务产品体系。
2. 结合 AIGC、大模型与智能体（Agent）等前沿技术，进行商业化 AI 场景探索与产品布局，识别高潜业务机会，制定 AI 产品路线图并推动创新项目立项与实施。
3. 基于广告主与行业痛点，主导 AI 解决方案设计与交付，包括但不限于 AIGC 创意生成、AI 投放策略、智能搜索广告、自动化运营与客户服务工具，推动产品从实验验证到规模化上线。
4. 梳理并定义细分商业化场景下的 AI 产品需求与能力标准，明确模型在不同业务场景中的应用方式与边界，建立可复用的产品能力与工具体系。
5. 构建 AI 产品效果评估与反馈闭环，设计业务指标、模型指标与用户反馈机制，持续监控与优化产品表现，推动模型与产品能力的持续迭代。
6. 搭建 AI 产品的模型迭代与数据飞轮机制，协同算法与工程团队建设相关工具与流程，提升模型迭代效率与系统可持续演进能力。
7. 协同算法、研发、运营、销售等多职能团队推进项目落地，确保 AI 产品在真实业务场景中的可用性、稳定性与商业价值释放，并沉淀行业级解决方案与成功案例。","1. 本科及以上学历，3 年及以上互联网产品经验，其中至少 1 年 AI 产品 / 数据产品 / AI 策略相关经验，具备 B 端或 C 端 AI 产品完整交付经验。
2. 对商业化业务与广告全链路具备系统性理解，能够将复杂业务场景抽象为可落地的 AI 产品方案，对客户增长、投放效率与服务体验高度敏感。
3. 熟悉 AI 基础技术与大模型应用，了解 LLM、AIGC、Agent、RAG、NLP 等相关概念与实践方式，能够与算法团队高效协作推进产品落地。
4. 具备优秀的结构化思维与数据敏感度，能够通过数据与反馈发现问题、验证假设并持续优化产品效果。
5. 具备较强的自驱力与项目推动能力，能够在多团队、多不确定性的复杂环境中高效协作，推动 AI 产品从 0 到 1 或从 1 到 N 的落地与规模化。
6. 曾主导或深度参与 AI 类产品从 0 到 1 的建设者优先；具备广告 AI、增长飞轮或行业级 AI 应用实践经验者优先。",1,贺俊达,,,,,https://hunter.xiaohongshu.com/position-detail/17777
社区审核大模型策略高级专家（工具系统提效方向）,小红书,,北京市,本科及以上,不限,,"1、 主导大模型平台及工具系统的设计：涵盖评测集、案例库系统、可视化等核心操作等模块，构建高效易用的全流程产品基础设施；
2、 承担多系统间架构串联工作：具备策略产品视野，设计灵活可靠的集成方案，实现大模型平台与知识库字体、审核系统、数据中台等的无缝对接，保障系统兼容性与可扩展性；
3、 深入挖掘业务需求与行业痛点，通过行业经验积累结合核心角色调研输出痛点解决方案，完成产品规划、PRD文档及原型设计，推动算法、工程、业务等跨部门团队高效协作，确保项目按计划落地交付；
4、 持续跟踪大模型领域技术趋势与行业动态，研究合规治理、风险控制等前沿方案，保持学习热情为企业内部持续输入前沿观点；
5、 通过数据分析定位问题并持续推动功能优化，持续提升产品性能。","1. 本科及以上学历，计算机科学、人工智能、软件工程等相关专业优先，3年以上大模型、AI 相关领域产品经理工作经验者优先；
2. 具备治理、风控、审核、安全行业从业经验者优先，熟悉相关领域业务逻辑与合规要求，能将行业经验转化为产品解决方案；
3. 拥有0-1产品搭建经验，曾独立主导或核心参与大模型平台、AI工具类产品的从概念到落地全流程，具备成功上线案例者优先；
4. 深入理解大模型技术原理与应用边界，熟悉预训练、微调、RAG、Agent等核心技术，能与技术团队高效沟通技术实现方案；
5. 具备优秀的创新能力与独立思考能力，善于发现关键问题并提出突破性解决方案，对新技术、新场景保持敏锐洞察力；
6. 拥有极强的跨部门协同能力，能有效整合算法、研发、业务、运营等多方资源，推动复杂项目落地，抗压能力突出；
7. 熟练使用Axure、Visio、MindManager等产品设计工具，具备扎实的数据分析能力，可通过数据驱动产品优化。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/18723
