职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
高德-营销产品-超划算业务-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1、负责超划算业务营销工具、互动玩法等营销产品的规划、设计和落地，通过营销能力为用户提供丰富产品和优惠权益，促进交易转化效率；
2、根据用户需求、消费动机和行业特征，设计营销频道、活动页面等，通过产品化手段促进用户规模化和可持续增长；
3、支持超划算、大促营销需求，并能根据业务及行业特征，制定大促营销产品的发展规划，抽象、扩展、落地平台服务能力；","1、本科及以上学历，3年以上电商/本地生活营销相关产品经验，具备良好的产品规划和业务理解能力，在营销玩法/工具、优惠、权益相关的产品方面有经验者优先，有补贴定价策略/工具经验者优先；
2、对游戏化、电商等新事物敏感，具备良好的商业敏感度和用户同理心；
3、有丰富的大型电商/本地活动经验者优先，拥有平台产品思维，具备较好的商业敏感度和场景抽象能力，了解如何沉淀通用型的平台；
4、目标导向，良好的沟通表达能力，能够跨部门沟通和处理问题，有一定抗压性，能够快速适应变化；
5、会SQL",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 17,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602243e2fd1dd771c4bea8c11b1db0b58969c&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-零售行业年费&交易产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1、深度理解零售行业，为高德平台年费及交易业务的供给覆盖、商家生态健康负责。通过业务洞察，基于零售行业特征形成有效供给规则&商家策略，持续提升优质供给覆盖率，保证行业生态健康及合作纵深。
2、通过对供给上翻链路的把控，持续提升供给的质量，并提高供给上翻效率，帮助商家更好的与高德链接。
3、能够提炼业务的供给需求，明确供给策略并制定有效供给增长打法，盘点可用资源，为自营优质供给增长结果负责。
4、结合业务目标完成营销优惠平台的通用能力设计，沉淀通用营销解决方案，提升营销氛围用户感知和优惠转化，助力业务规模增长和费效优化。","1、本科及以上学历，5年及以上O2O相关行业. 熟悉本地生活行业，了解本地生活行业的用户心智和商品营销玩法，至少一段本地生活相关商品交易或营销产品工作经历。
2、有强项目统筹能力，丰富的跨团队、部门的项目资源整合能力，具有良好自驱和owner意识。
3、具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL为佳。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 03 - 16,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602248c1446a0f3634954bdd3b2e9879895db&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-交易履约核销产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1. 负责本地生活业务到店业务形态的履约链路平台能力建设，比如：订座、排队、核销、购后预约等系统能力。能够从用户端、商家端、平台端不同视角优化C 端和商家端的履约链路，降低BC两端交易履约核销成本，最后为履约核销相关指标负责。
2. 能够洞察行业发展趋势，通过系统性思考发现商业本质，沉淀简单、有效且可复用的解决方案。","1. 本科及以上学历，5年以上互联网产品经验，最近两段工作经历至少有一段在行业头部公司从事订座、排队、核销、购后预约等系统能力的相关工作。
2. 具备宏观视角，能够独立完成产品策划、项目管理和落地实施。
3. 目标向导，具备整合平台资源和拿结果能力，有系统性思考和缜密的产品设计能力。
4. 具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL者更优。
5. 有美团和抖音本地生活交易链路和履约链路的经验者优先。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602240b17188478ec444fa85a78568b71e424&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-本地生活签约产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"负责高德本地生活「到店业务」的签约产品体系设计，聚焦业财框架标准化（如三套收敛的签约框架）、CP接入管理方案及定价计税流程优化，支撑销售团队高效完成商户签约。

核心职责
1）设计签约流程数字化工具，推动销售流程自动化；
2）推动制定业财合规规则，确保合同条款与计费系统无缝对接；
3）协同销售、财务、法务团队，优化签约机制，简化非必要玩法；","1. 5年以上B端产品经验，具备本地生活/电商签约系统设计经验者优先；
2. 精通合约、定价和签约流程，能独立输出产品端到端大图和细节流程。
3. 跨团队协同能力，需频繁对接销售、财务、法务团队，需具备复杂需求整合能力，能从销售团队反馈中提炼产品优化点。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER2026022430a763f2963644c5a2a840b741a6bd12&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-支付资金产品经理-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1、负责高德订单支付、收银、资金、进件等业务中的一项或多项产品能力建设，完善现有支付结算路径，为业务场景方提供高效的支付资金解决方案；
2、以正逆向支付订单成功率和完成率为北极星指标，完善支付订单链路，确保支付订单的高效性和准确性；
3、与清结算、业财产品配合，以平台化视角完善现有支付/收银/资金类产品工具；
4、探索创新支付场景和相关能力建设、拓展，推动有效支付工具补齐。","1、3年及以上电商、银行、金融行业支付相关产品经验，
2、精通国内支付结算业务基本原理，熟悉B、C端支付收银领域成熟解决方案，熟悉国内电商标准支付、结算资金链路流程，
3、了解和熟悉泛生活服务行业特性、现状，对电商和生活服务业务具有强烈兴趣，
4、思路清晰、全局观念强、抗压性强，能够独立思考并解决问题。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602242f4e135e5f844edca86157e07630299f&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-营销平台产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1. 深刻理解本地生活服务业务，密切关注行业发展和竞品产品动态，洞悉营销优惠机会点和增长点。
2. 结合业务目标完成营销优惠平台的通用能力设计，沉淀通用营销解决方案，提升营销氛围用户感知和优惠转化，助力业务规模增长和费效优化。
3. 借助用户画像大数据和大模型分析，做好优惠营销的资金风控策略机制系统能力建设，防止用户刷单和商户套补带来的资损风险。","1. 熟悉本地生活行业，了解本地生活行业的用户心智和营销玩法，至少一段本地生活相关营销产品工作经历。
2. 有平台型产品经验，能够梳理抽象不同行业的共性，通过有效的产品抽象和行业无关化能力设计，推动在多行业产品落地应用。
3. 通过营销产品和运营方案的落地实现新用户增长和交易频次的提升，不断扩大用户规模和LTV，促进行业健康长期发展。
4. 良好的沟通界面和出色的协同能力，有无边界的责任感，愿意为了实现业务目标主动争取、协调资源。
5. 具有较强的数据思维，丰富的数据挖掘能力，熟练使用SQL为佳。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224c8084e0294874acfb458f01dff0f4bc8&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-车主服务产品专家（交易方向-加油/充电/车后服务）-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1.负责车主服务交易类垂类（包括加油、充电、洗车保养等）的产品策划与设计，涵盖用户端产品体验、交易链路优化等
2.深入理解本地生活与能源服务场景，围绕用户关键动线，设计高转化、高复购的交易产品方案，提升订单规模与用户LTV
3.与运营、供给、技术团队紧密协作，通过数据监控、用户反馈及A/B实验，持续迭代产品体验，降低客诉率，保障履约稳定性
4.关注能源服务行业政策、竞品动态及用户行为变化，探索差异化交易模式（如囤券、权益互通、联合补贴等），打造高粘性服务产品","1.5年以上互联网产品经验，具备扎实的用户端产品或本地生活/交易类产品背景，有漏斗优化、交易转化、履约体验相关项目经验
2.熟悉O2O或本地服务交易闭环，对价格策略、券类营销等模块有实操经验者优先
3.具备强数据分析能力，能通过数据定位问题、验证假设并驱动产品决策
4.有Owner意识，能独立主导从0到1或1到N的产品项目，协调跨团队资源高效落地
5.有车主服务、出行、能源或本地生活平台产品经验者优先",5,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 18,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224a6f65948b0414888a084accf74636dc9&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-宠物行业产品专家-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1、负责宠物行业产品规划、新玩法/商业模式设计，结合地图到店的属性设计高德场景的宠物经济解决方案。
2、与上下游团队紧密合作，拆解目标，规划产品节奏，并按照节奏逐步落地产品，拿到结果；
3、时刻关注市场趋势，基于市场发展 寻找新的机会点，产出创新型的解决方案。","1、至少3年的宠物行业资深经验，对宠物行业有深刻的理解，能够准确把控宠物场景特性，用户诉求、玩法策略等；
2、具备专业的产品基本功和对外协调能力，可以规划产品设计，协同对内对外跨部门团队，快速推进落地；
3、具有敏锐的市场洞察能力，能够快速响应市场变化并制定相应策略；",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 16,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER202602240503246026254992b9ad9210e37976b3&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-广告平台专家-信息产品专项,,阿里集团-高德,中国-北京-北京,本科,三年以上,P7,"1， 工作涉及客户侧策略如投放策略、出价策略以及归因策略等，完善投放产品能力、优化投放效果，探索前沿能力在客户效果和平台价值提升上的应用，对整体广告收入和客户满意度负责；
2， 有较好的客户视角，充分理解客户经营模式，针对客户特性设计不同层次投放产品，不断优化和深入投放目标，完善自动化能力，降低客户投放难度，提升客户投放效果；
3， 统计分析客户投放的各项核心数据指标，对账户优化和客户增长提出策略优化建议，并协调推动相关业务团队高质量执行；
4， 收集客户和业务团队反馈，抽象提炼产品建议，推进产品的持续迭代优化。","1， 本科及以上学历，3年以上广告产品经验，有广告投放策略经验/本地行业经验优先；
2， 擅长sql，对数据敏感，具备敏锐商业洞察和分析能力，独立完成产品设计工作；
3， 皮实、自省、自驱，具备较强的学习能力，能快速了解业务现状，洞察问题本质；
4， 较强的沟通能力和理解能力，结果导向，面对困难有耐心有恒心，喜欢挑战、追求极致。",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 17,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224bf9ab3e9975340b08ec02eb5b7dc742d&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
高德-内容供给拓展专家-旅游大交通业务部-信息业务中心,,阿里集团-高德,中国-北京-北京,本科,五年以上,P7,"1.负责内容渠道和机构客户拓展及运维工作。
2.根据业务目标和客户需求，制定内容增长策略，持续提升供给规模。
3.紧密协同产品和运营团队，确保合作方案和资源接入顺畅，并交付内容供给结果。
4.在创作者拓展、内容形态丰富和覆盖提升等各环节寻找切入点，探索适合地图的内容差异化优势，打造有高德特色的繁荣内容生态。","1. 本科及以上学历，3年以上内容生产与分发相关经验，具备头部内容平台工作经历者优先。
2. 了解各内容平台的市场格局和产品特点，具备敏锐洞察力和因地制宜的能力，熟悉行业内领先的运营方法和打法策略。
3. 学习能力强，逻辑性好，具备良好的沟通能力。
4. 具备平台侧对接内容生产机构经验优先",1,杨曦(九薇),,2026 - 02 - 24,2026 - 05 - 17,招募中,https://headhunter.alibaba.com/?__navId=FORM-EF6Y4G8WO2-IGEHBI2MSW6TD31JQ8DP2-3G9R1UXI-2&orderCode=ODER20260224a8b86b811e3b448e91e95334c789f735&navId=FORM-EF6YOZ1WO2-W5XG5D93V1MBSEPU7TXN1-P5R5G5XI-0
